flow_id,example_vehicle_id,edge_count,from_edge,to_edge,sumo_edges
I3323_I3322__4_08_30_Thru_bus,I3323_I3322__4_08_30_Thru_bus.0,49,-23245263,139811056#1,-23245263 23245254#0 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 139811056#1
I3323_I3322__4_09_00_Thru_bus,I3323_I3322__4_09_00_Thru_bus.0,49,-23245263,139811056#1,-23245263 23245254#0 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 1235089650 335813776#3 823329197#0 770109403#2 114915928 1018478675#0 1018478675#1 103086818 182824587#0 182824587#1 139811056#1
I3325_I3221__52_07_00_Thru_bus,I3325_I3221__52_07_00_Thru_bus.0,48,-821111101,821111101,-821111101 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221__52_08_30_Thru_bus,I3325_I3221__52_08_30_Thru_bus.0,48,-821111101,821111101,-821111101 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221__52_16_00_Thru_bus,I3325_I3221__52_16_00_Thru_bus.0,48,-821111101,821111101,-821111101 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221__52_16_15_Thru_bus,I3325_I3221__52_16_15_Thru_bus.0,48,-821111101,821111101,-821111101 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221__52_17_00_Thru_bus,I3325_I3221__52_17_00_Thru_bus.0,48,-821111101,821111101,-821111101 597576944#1 829392052 1018636800#0 1248691231#2 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221_inf_20_07_30_Thru_bus,I3325_I3221_inf_20_07_30_Thru_bus.0,56,-139811056#1,821111101,-139811056#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221_inf_20_07_45_Thru_bus,I3325_I3221_inf_20_07_45_Thru_bus.0,56,-139811056#1,821111101,-139811056#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221_inf_20_08_45_Thru_bus,I3325_I3221_inf_20_08_45_Thru_bus.0,56,-139811056#1,821111101,-139811056#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221_inf_20_13_00_Thru_bus,I3325_I3221_inf_20_13_00_Thru_bus.0,56,-139811056#1,821111101,-139811056#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221_inf_20_13_30_Thru_bus,I3325_I3221_inf_20_13_30_Thru_bus.0,56,-139811056#1,821111101,-139811056#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3325_I3221_inf_20_13_45_Thru_bus,I3325_I3221_inf_20_13_45_Thru_bus.0,56,-139811056#1,821111101,-139811056#1 26701176 777634276 1015754937#0 114501102#1 1015756826#0 777634273#1 1015754936#0 139810524#1 1015753884 103086816#0 103086816#1 1018478676#0 1018478676#1 -1018478675#1 -1018478675#0 -114915928 -770109403#2 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 902156803 116344257#1 1018636799#0 1248691233#2 1017759607#0 821111101
I3457_I3484__20_17_00_Thru_bus,I3457_I3484__20_17_00_Thru_bus.0,61,4830350,611456702,4830350 -392044387#1 -406753472#2 -406753472#1 -463039420#0 124842990#1 124842990#2 651950549#0 494827032#2 993555375#2 1409575693#0 1409575693#1 993555374#0 830501798#1 830501798#2 683819894#0 1395896891#1 987155148#1 1395896894#0 1395896894#1 1395896894#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 1383339034 987155155 830501797#0 683819893#1 -683819894#0 -830501798#2 -830501798#1 -993555374#0 -436514740 -1409575693#0 -993555375#2 -993555376#0 -651950549#0 -529843972 -124842990#1 463039420#0 406753472#1 406753472#2 392044387#1 829840447#1 902156793#1 114770270#1 235549019 611456702
I3484_I3457_inf_36_07_45_Thru_bus,I3484_I3457_inf_36_07_45_Thru_bus.0,64,23133797,-1255161076#0,23133797 -611456705#1 611456700#1 101766955 902156796#1 1373259080#1 1018655102#1 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 1383339034 987155155 830501797#0 683819893#1 -683819894#0 -830501798#2 -830501798#1 -993555374#0 -436514740 -1409575693#0 -993555375#2 -993555376#0 -651950549#0 -529843972 -124842990#1 463039420#0 406753472#1 406753472#2 392044387#1 896891141#1 611456667 611456671#5 -1255161076#0
I3484_I3457_inf_36_08_45_Thru_bus,I3484_I3457_inf_36_08_45_Thru_bus.0,64,23133797,-1255161076#0,23133797 -611456705#1 611456700#1 101766955 902156796#1 1373259080#1 1018655102#1 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 1383339034 987155155 830501797#0 683819893#1 -683819894#0 -830501798#2 -830501798#1 -993555374#0 -436514740 -1409575693#0 -993555375#2 -993555376#0 -651950549#0 -529843972 -124842990#1 463039420#0 406753472#1 406753472#2 392044387#1 896891141#1 611456667 611456671#5 -1255161076#0
I3486_I3485__4_07_30_Thru_bus,I3486_I3485__4_07_30_Thru_bus.0,49,23235415#0,705900738#1,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 1153171355#1 318023470#1 1176472262#2 1018655102#1 705900738#1
I3486_I3485__4_16_00_Thru_bus,I3486_I3485__4_16_00_Thru_bus.0,49,23235415#0,705900738#1,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 1153171355#1 318023470#1 1176472262#2 1018655102#1 705900738#1
I3486_I3485__4_17_15_Thru_bus,I3486_I3485__4_17_15_Thru_bus.0,49,23235415#0,705900738#1,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 1153171355#1 318023470#1 1176472262#2 1018655102#1 705900738#1
I3486_I3489__36_07_15_Thru_bus,I3486_I3489__36_07_15_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_07_30_Thru_bus,I3486_I3489__36_07_30_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_08_00_Thru_bus,I3486_I3489__36_08_00_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_08_15_Thru_bus,I3486_I3489__36_08_15_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_08_45_Thru_bus,I3486_I3489__36_08_45_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_13_15_Thru_bus,I3486_I3489__36_13_15_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_13_30_Thru_bus,I3486_I3489__36_13_30_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_13_45_Thru_bus,I3486_I3489__36_13_45_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_16_00_Thru_bus,I3486_I3489__36_16_00_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_16_15_Thru_bus,I3486_I3489__36_16_15_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_16_30_Thru_bus,I3486_I3489__36_16_30_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_17_00_Thru_bus,I3486_I3489__36_17_00_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3486_I3489__36_17_30_Thru_bus,I3486_I3489__36_17_30_Thru_bus.0,48,705900737,-23235415#0,705900737 1176472263#2 -902156799#0 -902156783#1 139633217#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3488_I3490__36_07_00_Thru_bus,I3488_I3490__36_07_00_Thru_bus.0,45,23235415#0,-23235415#0,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3488_I3490__36_07_30_Thru_bus,I3488_I3490__36_07_30_Thru_bus.0,45,23235415#0,-23235415#0,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3488_I3490__36_07_45_Thru_bus,I3488_I3490__36_07_45_Thru_bus.0,45,23235415#0,-23235415#0,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3488_I3490__36_13_00_Thru_bus,I3488_I3490__36_13_00_Thru_bus.0,45,23235415#0,-23235415#0,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3488_I3490__36_13_45_Thru_bus,I3488_I3490__36_13_45_Thru_bus.0,45,23235415#0,-23235415#0,23235415#0 396137520#1 139633217#4 139633217#7 1382213596#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 1371935611#1 1367206849#1 1153171356#0 -23235415#0
I3490_I3488__4_07_30_Thru_bus,I3490_I3488__4_07_30_Thru_bus.0,40,-1368153905,4891423,-1368153905 902156803 902156801#1 902156786#1 26600479#0 335813776#3 823329197#0 -1056138896#0 -436515354 -1056138897#1 -571961656#0 571961655#0 571961655#1 571961655#2 -436514739#2 -436514739#1 -436514739#0 -1228958071 -1015728523 -369800173#0 392044395 369800174 508372189 508372186 369800173#0 1015728523 1228958071 436514739#0 436514739#1 436514739#2 436515355#0 436515355#1 -1235089649 1189761076#2 194715885 384497887#1 1056154546#0 194716060#1 1368153906#0 4891423
