"intersection_id","latitude","longitude","street_1","street_2","street_3","street_4","survey_date","period","time","movement_index","approach_header_1","approach_header_2","approach_bound","movement","destination_id","destination_latitude","destination_longitude","lights","other_vehicles","bicycles_on_road","bicycles_crosswalk","totals"
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",2,"Manchester St Southbound","Southbound","Southbound","Left","I3210",-43.53420485,172.6426626,1,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",4,"Manchester St Southbound","Southbound","Southbound","Thru","I3100",-43.53312209,172.6396965,23,0,0,0,24
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",6,"Manchester St Southbound","Southbound","Southbound","Right","I2967",-43.53423421,172.6366342,6,0,1,0,12
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",18,"Lichfield St Westbound","Westbound","Westbound","Left","I3104",-43.53530046,172.6396664,1,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",20,"Lichfield St Westbound","Westbound","Westbound","Thru","I3210",-43.53420485,172.6426626,2,0,0,0,2
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",25,"High St Westbound","Northwestbound","Northwestbound","Hard Left","I3104",-43.53530046,172.6396664,0,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",27,"High St Westbound","Northwestbound","Northwestbound","Bear Left","I2967",-43.53423421,172.6366342,0,0,1,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",28,"High St Westbound","Northwestbound","Northwestbound","Thru","I3154",-43.53529913,172.6411582,0,0,1,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",31,"High St Westbound","Northwestbound","Northwestbound","Hard Right","I3210",-43.53420485,172.6426626,0,0,1,0,2
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",34,"Manchester St Northbound","Northbound","Northbound","Left","I2967",-43.53423421,172.6366342,0,0,0,0,2
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",35,"Manchester St Northbound","Northbound","Northbound","Bear Left","","","",1,0,1,0,2
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",36,"Manchester St Northbound","Northbound","Northbound","Thru","I3104",-43.53530046,172.6396664,7,0,0,0,7
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",49,"Lichfield St Eastbound","Eastbound","Eastbound","Hard Left","","","",1,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",50,"Lichfield St Eastbound","Eastbound","Eastbound","Left","I3100",-43.53312209,172.6396965,1,0,0,0,5
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",52,"Lichfield St Eastbound","Eastbound","Eastbound","Thru","I2967",-43.53423421,172.6366342,2,0,0,0,2
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",53,"Lichfield St Eastbound","Eastbound","Eastbound","Bear Right","I3154",-43.53529913,172.6411582,0,0,1,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:30",54,"Lichfield St Eastbound","Eastbound","Eastbound","Right","I3104",-43.53530046,172.6396664,1,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",2,"Manchester St Southbound","Southbound","Southbound","Left","I3210",-43.53420485,172.6426626,1,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",4,"Manchester St Southbound","Southbound","Southbound","Thru","I3100",-43.53312209,172.6396965,29,0,0,0,31
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",6,"Manchester St Southbound","Southbound","Southbound","Right","I2967",-43.53423421,172.6366342,6,0,0,0,11
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",18,"Lichfield St Westbound","Westbound","Westbound","Left","I3104",-43.53530046,172.6396664,2,0,0,0,3
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",20,"Lichfield St Westbound","Westbound","Westbound","Thru","I3210",-43.53420485,172.6426626,5,0,0,0,5
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",21,"Lichfield St Westbound","Westbound","Westbound","Bear Right","","","",1,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",28,"High St Westbound","Northwestbound","Northwestbound","Thru","I3154",-43.53529913,172.6411582,0,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",34,"Manchester St Northbound","Northbound","Northbound","Left","I2967",-43.53423421,172.6366342,0,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",35,"Manchester St Northbound","Northbound","Northbound","Bear Left","","","",2,0,1,0,3
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",36,"Manchester St Northbound","Northbound","Northbound","Thru","I3104",-43.53530046,172.6396664,11,0,0,0,11
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",39,"Manchester St Northbound","Northbound","Northbound","Hard Right","I3154",-43.53529913,172.6411582,0,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",49,"Lichfield St Eastbound","Eastbound","Eastbound","Hard Left","","","",1,0,0,0,1
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",50,"Lichfield St Eastbound","Eastbound","Eastbound","Left","I3100",-43.53312209,172.6396965,4,0,0,0,9
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",52,"Lichfield St Eastbound","Eastbound","Eastbound","Thru","I2967",-43.53423421,172.6366342,2,0,0,0,2
"I3105",-43.53421612,172.6396445,"High","Lichfield","Manchester","","2022-05-31","AM","06:45",54,"Lichfield St Eastbound","Eastbound","Eastbound","Right","I3104",-43.53530046,172.6396664,2,0,0,0,2
"I2537",-43.52091222,172.6259513,"Bealey","Carlton Mill","Harper","Park","2023-02-08","AM","07:00",18,"Bealey Ave","Westbound","Westbound","Left","I2621",-43.52441254,172.6278364,25,0,0,0,25
"I2537",-43.52091222,172.6259513,"Bealey","Carlton Mill","Harper","Park","2023-02-08","AM","07:00",19,"Bealey Ave","Westbound","Westbound","Bear Left","","","",168,2,2,0,172
"I2537",-43.52091222,172.6259513,"Bealey","Carlton Mill","Harper","Park","2023-02-08","AM","07:00",21,"Bealey Ave","Westbound","Westbound","Bear Right","","","",52,0,0,0,52
"I2537",-43.52091222,172.6259513,"Bealey","Carlton Mill","Harper","Park","2023-02-08","AM","07:00",33,"Park Tce","Northbound","Northbound","Hard Left","","","",37,1,1,0,39
"I2537",-43.52091222,172.6259513,"Bealey","Carlton Mill","Harper","Park","2023-02-08","AM","07:00",35,"Park Tce","Northbound","Northbound","Bear Left","","","",34,3,4,0,41
"I2537",-43.52091222,172.6259513,"Bealey","Carlton Mill","Harper","Park","2023-02-08","AM","07:00",45,"Harper Ave","Northeastbound","Northeastbound","Bear Right","I2632",-43.52088281,172.6280604,76,3,0,0,79
"I2537",-43.52091222,172.6259513,"Bealey","Carlton Mill","Harper","Park","2023-02-08","AM","07:00",47,"Harper Ave","Northeastbound","Northeastbound","Hard Right","I2621",-43.52441254,172.6278364,26,1,0,0,27
"I2537",-43.52091222,172.6259513,"Bealey","Carlton Mill","Harper","Park","2023-02-08","AM","07:00",59,"Carlton Mill Rd","Southeastbound","Southeastbound","Bear Left","I2632",-43.52088281,172.6280604,67,1,1,0,69
"I2537",-43.52091222,172.6259513,"Bealey","Carlton Mill","Harper","Park","2023-02-08","AM","07:00",61,"Carlton Mill Rd","Southeastbound","Southeastbound","Bear Right","I2621",-43.52441254,172.6278364,47,0,1,0,48
"I2554",-43.53500057,172.6262286,"Hagley","Oxford","Riccarton","Tuam","2023-09-12","AM","07:00",21,"Tuam St","Westbound","Westbound","Bear Right","","","",0,1,0,0,1
"I2554",-43.53500057,172.6262286,"Hagley","Oxford","Riccarton","Tuam","2023-09-12","AM","07:00",42,"Hagley Ave","Northeastbound","Northeastbound","Left","","","",81,0,0,0,81
"I2554",-43.53500057,172.6262286,"Hagley","Oxford","Riccarton","Tuam","2023-09-12","AM","07:00",44,"Hagley Ave","Northeastbound","Northeastbound","Thru","","","",0,0,18,0,18
"I2554",-43.53500057,172.6262286,"Hagley","Oxford","Riccarton","Tuam","2023-09-12","AM","07:00",45,"Hagley Ave","Northeastbound","Northeastbound","Bear Right","I2610",-43.53532067,172.6276036,10,1,3,0,14
"I2554",-43.53500057,172.6262286,"Hagley","Oxford","Riccarton","Tuam","2023-09-12","AM","07:00",58,"Riccarton Ave","Southeastbound","Southeastbound","Left","","","",2,0,0,0,2
"I2554",-43.53500057,172.6262286,"Hagley","Oxford","Riccarton","Tuam","2023-09-12","AM","07:00",59,"Riccarton Ave","Southeastbound","Southeastbound","Bear Left","I2610",-43.53532067,172.6276036,86,4,3,0,93
"I2554",-43.53500057,172.6262286,"Hagley","Oxford","Riccarton","Tuam","2023-09-12","AM","07:00",62,"Riccarton Ave","Southeastbound","Southeastbound","Right","","","",22,1,0,0,23
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",2,"A1 Park SBD","Southbound","Southbound","Right","","","",8,0,0,1,8
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",4,"A1 Park SBD","Southbound","Southbound","Thru","I2621",-43.52441254,172.6278364,75,0,4,0,79
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",6,"A1 Park SBD","Southbound","Southbound","Left","I2755",-43.52871594,172.6311069,8,0,0,0,8
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",7,"A1 Park SBD","Southbound","Southbound","Hard Left","","","",0,0,0,1,0
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",13,"n/a","Southwestbound","Southwestbound","Bear Left","I2606",-43.53094922,172.6275832,0,0,0,3,0
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",18,"A2 Armagh WBD","Westbound","Westbound","Right","I2621",-43.52441254,172.6278364,3,0,0,0,3
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",19,"A2 Armagh WBD","Westbound","Westbound","Bear Right","","","",0,0,0,4,0
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",20,"A2 Armagh WBD","Westbound","Westbound","Thru","I2755",-43.52871594,172.6311069,0,0,3,4,3
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",22,"A2 Armagh WBD","Westbound","Westbound","Left","I2606",-43.53094922,172.6275832,2,0,2,0,4
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",34,"A3 Rolleston NBD","Northbound","Northbound","Right","I2755",-43.52871594,172.6311069,1,0,1,0,2
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",36,"A3 Rolleston NBD","Northbound","Northbound","Thru","I2606",-43.53094922,172.6275832,27,1,0,0,28
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",38,"A3 Rolleston NBD","Northbound","Northbound","Left","","","",1,0,0,0,1
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",50,"A4 Hagley EBD","Eastbound","Eastbound","Right","I2606",-43.53094922,172.6275832,0,0,5,0,5
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",52,"A4 Hagley EBD","Eastbound","Eastbound","Thru","","","",0,0,2,0,2
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",54,"A4 Hagley EBD","Eastbound","Eastbound","Left","I2621",-43.52441254,172.6278364,2,0,0,0,2
"I2605",-43.52878891,172.6276042,"Armagh","Hagley Park","Park","Rolleston","2018-02-28","AM","07:00",56,"A4 Hagley EBD","Eastbound","Eastbound","U-Turn","I2755",-43.52871594,172.6311069,0,0,1,0,1
"I2606",-43.53094922,172.6275832,"Rolleston","Worcester","","","2020-07-09","AM","07:00",4,"A1 Rolleston SBD","Southbound","Southbound","Thru","I2605",-43.52878891,172.6276042,44,2,6,0,52
"I2606",-43.53094922,172.6275832,"Rolleston","Worcester","","","2020-07-09","AM","07:00",6,"A1 Rolleston SBD","Southbound","Southbound","Left","I2718",-43.53094333,172.6305951,3,1,1,0,5
"I2606",-43.53094922,172.6275832,"Rolleston","Worcester","","","2020-07-09","AM","07:00",20,"A2 Worcester WBD","Westbound","Westbound","Thru","I2718",-43.53094333,172.6305951,0,0,0,2,0
"I2606",-43.53094922,172.6275832,"Rolleston","Worcester","","","2020-07-09","AM","07:00",34,"A3 Rolleston NBD","Northbound","Northbound","Right","I2718",-43.53094333,172.6305951,1,0,0,0,1
"I2606",-43.53094922,172.6275832,"Rolleston","Worcester","","","2020-07-09","AM","07:00",36,"A3 Rolleston NBD","Northbound","Northbound","Thru","","","",22,3,3,0,28
"I2610",-43.53532067,172.6276036,"Antigua","Tuam","","","2023-03-21","AM","07:00",2,"Antiqua St Southbound","Southbound","Southbound","Left","I2728",-43.53531525,172.6306109,10,0,0,0,10
"I2610",-43.53532067,172.6276036,"Antigua","Tuam","","","2023-03-21","AM","07:00",4,"Antiqua St Southbound","Southbound","Southbound","Thru","","","",4,0,0,0,4
"I2610",-43.53532067,172.6276036,"Antigua","Tuam","","","2023-03-21","AM","07:00",34,"Antiqua St Northbound","Northbound","Northbound","Left","I2554",-43.53500057,172.6262286,0,5,0,0,5
"I2610",-43.53532067,172.6276036,"Antigua","Tuam","","","2023-03-21","AM","07:00",36,"Antiqua St Northbound","Northbound","Northbound","Thru","I2611",-43.53641192,172.6276004,5,0,0,0,5
"I2610",-43.53532067,172.6276036,"Antigua","Tuam","","","2023-03-21","AM","07:00",38,"Antiqua St Northbound","Northbound","Northbound","Right","I2728",-43.53531525,172.6306109,29,1,0,0,30
"I2610",-43.53532067,172.6276036,"Antigua","Tuam","","","2023-03-21","AM","07:00",52,"Tuam St Eastbound","Eastbound","Eastbound","Thru","I2554",-43.53500057,172.6262286,74,6,1,0,81
"I2610",-43.53532067,172.6276036,"Antigua","Tuam","","","2023-03-21","AM","07:00",54,"Tuam St Eastbound","Eastbound","Eastbound","Right","I2611",-43.53641192,172.6276004,18,0,0,0,18
"I2611",-43.53641192,172.6276004,"Antigua","St Asaph","","","2024-04-11","AM","07:00",4,"Antiqua St Southbound","Southbound","Southbound","Thru","I2610",-43.53532067,172.6276036,42,1,0,0,43
"I2611",-43.53641192,172.6276004,"Antigua","St Asaph","","","2024-04-11","AM","07:00",6,"Antiqua St Southbound","Southbound","Southbound","Right","","","",8,1,0,0,9
"I2611",-43.53641192,172.6276004,"Antigua","St Asaph","","","2024-04-11","AM","07:00",18,"St Asaph St Westbound","Westbound","Westbound","Left","","","",24,0,0,0,24
"I2611",-43.53641192,172.6276004,"Antigua","St Asaph","","","2024-04-11","AM","07:00",20,"St Asaph St Westbound","Westbound","Westbound","Thru","I2727",-43.53640576,172.6306131,78,2,1,0,81
"I2611",-43.53641192,172.6276004,"Antigua","St Asaph","","","2024-04-11","AM","07:00",22,"St Asaph St Westbound","Westbound","Westbound","Right","I2610",-43.53532067,172.6276036,19,7,0,0,26
"I2611",-43.53641192,172.6276004,"Antigua","St Asaph","","","2024-04-11","AM","07:00",34,"Antiqua St Northbound","Northbound","Northbound","Left","","","",13,2,0,0,15
"I2611",-43.53641192,172.6276004,"Antigua","St Asaph","","","2024-04-11","AM","07:00",36,"Antiqua St Northbound","Northbound","Northbound","Thru","","","",26,1,0,0,27
"I2621",-43.52441254,172.6278364,"Hagley","Park","Salisbury","","2020-02-26","AM","07:00",8,"n/a","Southbound","Southbound","U-Turn","I2605",-43.52878891,172.6276042,0,0,0,3,0
"I2621",-43.52441254,172.6278364,"Hagley","Park","Salisbury","","2020-02-26","AM","07:00",13,"n/a","Southwestbound","Southwestbound","Bear Left","I2605",-43.52878891,172.6276042,0,0,0,1,0
"I2621",-43.52441254,172.6278364,"Hagley","Park","Salisbury","","2020-02-26","AM","07:00",14,"n/a","Southwestbound","Southwestbound","Left","","","",0,0,0,2,0
"I2621",-43.52441254,172.6278364,"Hagley","Park","Salisbury","","2020-02-26","AM","07:00",22,"A2 Salisbury WBD","Westbound","Westbound","Left","I2605",-43.52878891,172.6276042,0,0,0,1,0
"I2621",-43.52441254,172.6278364,"Hagley","Park","Salisbury","","2020-02-26","AM","07:00",34,"A3 Park NBD","Northbound","Northbound","Right","I2715",-43.52441001,172.6305907,8,0,2,0,10
"I2621",-43.52441254,172.6278364,"Hagley","Park","Salisbury","","2020-02-26","AM","07:00",37,"A3 Park NBD","Northbound","Northbound","Bear Left","","","",79,3,0,0,82
"I2621",-43.52441254,172.6278364,"Hagley","Park","Salisbury","","2020-02-26","AM","07:00",59,"A1 Park SEBD","Southeastbound","Southeastbound","Bear Right","I2605",-43.52878891,172.6276042,68,3,2,0,73
"I2621",-43.52441254,172.6278364,"Hagley","Park","Salisbury","","2020-02-26","AM","07:00",61,"A1 Park SEBD","Southeastbound","Southeastbound","Bear Left","I2715",-43.52441001,172.6305907,40,1,3,0,44
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",2,"Antiqua St Southbound","Southbound","Southbound","Left","I2731",-43.53995315,172.6306073,6,0,0,0,6
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",4,"Antiqua St Southbound","Southbound","Southbound","Thru","","","",25,0,1,0,26
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",6,"Antiqua St Southbound","Southbound","Southbound","Right","","","",14,0,0,0,14
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",18,"Moorhouse Ave Westbound","Westbound","Westbound","Left","","","",11,1,0,0,12
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",20,"Moorhouse Ave Westbound","Westbound","Westbound","Thru","I2731",-43.53995315,172.6306073,315,8,2,0,325
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",22,"Moorhouse Ave Westbound","Westbound","Westbound","Right","","","",7,0,0,0,7
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",34,"Antiqua St Northbound","Northbound","Northbound","Left","","","",8,0,1,0,9
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",36,"Antiqua St Northbound","Northbound","Northbound","Thru","","","",29,1,35,0,65
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",50,"Moorhouse Ave Eastbound","Eastbound","Eastbound","Left","","","",3,0,0,0,3
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",52,"Moorhouse Ave Eastbound","Eastbound","Eastbound","Thru","","","",221,8,3,0,232
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",54,"Moorhouse Ave Eastbound","Eastbound","Eastbound","Right","","","",6,1,0,0,7
"I2629",-43.5399572,172.6279161,"Antigua","Moorhouse","","","2025-03-11","AM","07:00",56,"Moorhouse Ave Eastbound","Eastbound","Eastbound","U-Turn","I2731",-43.53995315,172.6306073,1,0,0,0,1
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",17,"Bealey Ave Westbound","Westbound","Westbound","Hard Left","I2715",-43.52441001,172.6305907,8,0,0,0,8
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",20,"Bealey Ave Westbound","Westbound","Westbound","Thru","I2712",-43.52087556,172.6305764,208,2,1,0,211
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",21,"Bealey Ave Westbound","Westbound","Westbound","Bear Right","","","",46,3,0,0,49
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",27,"Victoria St","Northwestbound","Northwestbound","Bear Left","I2537",-43.52091222,172.6259513,5,0,0,0,5
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",28,"Victoria St","Northwestbound","Northwestbound","Thru","I2715",-43.52441001,172.6305907,27,1,1,0,29
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",31,"Victoria St","Northwestbound","Northwestbound","Hard Right","I2712",-43.52087556,172.6305764,2,0,0,0,2
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",49,"Bealey Ave Eastbound","Eastbound","Eastbound","Hard Left","","","",12,2,0,0,14
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",52,"Bealey Ave Eastbound","Eastbound","Eastbound","Thru","I2537",-43.52091222,172.6259513,111,2,0,0,113
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",53,"Bealey Ave Eastbound","Eastbound","Eastbound","Bear Right","I2715",-43.52441001,172.6305907,3,1,1,0,5
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",59,"Papanui Rd","Southeastbound","Southeastbound","Bear Left","I2712",-43.52087556,172.6305764,49,2,1,0,52
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",60,"Papanui Rd","Southeastbound","Southeastbound","Thru","","","",60,3,8,0,71
"I2632",-43.52088281,172.6280604,"Bealey","Papanui","Victoria","","2023-02-08","AM","07:00",63,"Papanui Rd","Southeastbound","Southeastbound","Hard Right","I2537",-43.52091222,172.6259513,35,0,2,0,37
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",28,"Victoria St Northbound","Northwestbound","Northwestbound","Thru","","","",8,3,1,0,12
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",29,"Victoria St Northbound","Northwestbound","Northwestbound","Bear Right","","","",4,0,0,0,4
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",31,"Victoria St Northbound","Northwestbound","Northwestbound","Hard Right","I2840",-43.52440363,172.6335849,2,0,0,0,2
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",35,"Montreal St Northbound","Northbound","Northbound","Bear Left","I2632",-43.52088281,172.6280604,34,2,0,0,36
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",36,"Montreal St Northbound","Northbound","Northbound","Thru","I2754",-43.52658514,172.6312196,55,3,1,0,59
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",38,"Montreal St Northbound","Northbound","Northbound","Right","I2840",-43.52440363,172.6335849,25,1,0,0,26
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",39,"Montreal St Northbound","Northbound","Northbound","Hard Right","","","",0,2,0,0,2
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",49,"Salisbury St Eastbound","Eastbound","Eastbound","Hard Left","I2632",-43.52088281,172.6280604,3,0,0,0,3
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",50,"Salisbury St Eastbound","Eastbound","Eastbound","Left","","","",6,0,0,0,6
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",52,"Salisbury St Eastbound","Eastbound","Eastbound","Thru","I2621",-43.52441254,172.6278364,35,0,2,0,37
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",53,"Salisbury St Eastbound","Eastbound","Eastbound","Bear Right","","","",7,0,0,0,7
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",57,"Victoria St Southbound","Southeastbound","Southeastbound","Hard Left","","","",5,0,0,0,5
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",59,"Victoria St Southbound","Southeastbound","Southeastbound","Bear Left","I2840",-43.52440363,172.6335849,8,2,0,0,10
"I2715",-43.52441001,172.6305907,"Montreal","Salisbury","Victoria","","2025-07-22","AM","07:00",60,"Victoria St Southbound","Southeastbound","Southeastbound","Thru","I2632",-43.52088281,172.6280604,66,3,0,0,69
"I2716",-43.52986245,172.6305927,"Gloucester","Montreal","","","2025-03-11","AM","07:00",22,"Gloucester St Westbound","Westbound","Westbound","Right","I2755",-43.52871594,172.6311069,1,0,1,0,2
"I2716",-43.52986245,172.6305927,"Gloucester","Montreal","","","2025-03-11","AM","07:00",34,"Montreal St Northbound","Northbound","Northbound","Left","","","",3,0,0,0,3
"I2716",-43.52986245,172.6305927,"Gloucester","Montreal","","","2025-03-11","AM","07:00",36,"Montreal St Northbound","Northbound","Northbound","Thru","I2718",-43.53094333,172.6305951,143,4,2,0,149
"I2716",-43.52986245,172.6305927,"Gloucester","Montreal","","","2025-03-11","AM","07:00",38,"Montreal St Northbound","Northbound","Northbound","Right","I2832",-43.52986068,172.6334767,13,4,0,0,17
"I2716",-43.52986245,172.6305927,"Gloucester","Montreal","","","2025-03-11","AM","07:00",50,"Gloucester St Eastbound","Eastbound","Eastbound","Left","I2755",-43.52871594,172.6311069,2,0,0,0,2
"I2716",-43.52986245,172.6305927,"Gloucester","Montreal","","","2025-03-11","AM","07:00",52,"Gloucester St Eastbound","Eastbound","Eastbound","Thru","","","",4,0,1,0,5
"I2718",-43.53094333,172.6305951,"Montreal","Worcester","","","2018-03-26","AM","07:00",18,"A2 Worcester WBD","Westbound","Westbound","Right","I2716",-43.52986245,172.6305927,3,0,0,0,3
"I2718",-43.53094333,172.6305951,"Montreal","Worcester","","","2018-03-26","AM","07:00",36,"A3 Montreal NBD","Northbound","Northbound","Thru","I2719",-43.5320425,172.6306008,137,4,1,0,142
"I2718",-43.53094333,172.6305951,"Montreal","Worcester","","","2018-03-26","AM","07:00",54,"A4 Worcester EBD","Eastbound","Eastbound","Left","I2716",-43.52986245,172.6305927,1,0,0,0,1
